id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_%_equipe,centile_True_Shooting_%_equipe,True_Shooting_%_opp,centile_True_Shooting_%_opp,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,minutes_filtre,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes,Color
LM-34DLM-35TLM-15YLM-2BLM-9D,"34 D. DiLeo, 35 T. Thomas, 15 W. Yeguete, 2 T. Buchanan, 9 L. Delaunay",11,10:16,26,23,17,8,14,7,50.0,35,3,1,33.3,41,7,6,85.7,72,8,4,4,5,4,3,3,22,12,12,5,7,4,57.1,62,5,1,20.0,8,2,1,50.0,10,8,2,6,3,2,7,6,Le Mans,Betclic Elite,34 D. DiLeo,35 T. Thomas,15 W. Yeguete,2 T. Buchanan,9 L. Delaunay,LM-34D,LM-35T,LM-15Y,LM-2B,LM-9D,616.0,3,88.46153846153845,55,54.54545454545454,95,33.91608391608391,89,101.2987012987013,73,85.71428571428571,81,15.584415584415595,90,57.27091633466136,46,46.58385093167702,85,10.687065402984338,74,114.54183266932272,46,93.16770186335404,85,0 days 00:10:16,21.374130805968676,74,orange
JB-3SJB-8UJB-34KJB-5BJB-13C,"3 M. Salash, 8 J. Usher, 34 K. Kokila, 5 H. Benitez, 13 X. Castaneda",10,65:40,182,137,100,37,72,27,37.5,12,28,10,35.7,49,66,53,80.3,61,61,21,40,35,11,24,37,154,127,95,45,59,32,54.2,53,36,13,36.1,50,40,24,60.0,19,51,13,38,37,10,24,56,JL Bourg-en-Bresse,Betclic Elite,3 M. Salash,8 J. Usher,34 K. Kokila,5 H. Benitez,13 X. Castaneda,JB-3S,JB-8U,JB-34K,JB-5B,JB-13C,3940.0,97,75.27472527472527,29,82.46753246753246,58,-7.192807192807194,34,110.86294416243655,91,93.80710659898477,56,17.055837563451774,91,53.084314941103536,32,56.39431616341031,55,-3.3100012223067736,39,106.16862988220707,32,112.78863232682062,55,0 days 01:05:40,-6.620002444613547,39,blue
JB-11AJB-8UJB-34KJB-13CJB-4N,"11 J. Ayayi, 8 J. Usher, 34 K. Kokila, 13 X. Castaneda, 4 A. Nelson",-2,51:51,131,125,84,44,51,29,56.9,51,33,15,45.5,73,29,22,75.9,50,44,14,30,34,6,15,31,134,127,93,46,64,33,51.6,45,29,13,44.8,76,30,22,73.3,38,37,14,23,39,10,12,27,JL Bourg-en-Bresse,Betclic Elite,11 J. Ayayi,8 J. Usher,34 K. Kokila,13 X. Castaneda,4 A. Nelson,JB-11A,JB-8U,JB-34K,JB-13C,JB-4N,3111.0,94,95.41984732824427,66,94.77611940298507,31,0.6437279252591992,47,101.06075216972036,72,103.37512054001928,17,-2.314368370298922,40,64.5928069450186,70,59.792843691148775,42,4.799963253869819,56,129.1856138900372,70,119.58568738229755,42,0 days 00:51:51,9.599926507739639,56,blue
JB-11AJB-3SJB-8UJB-34KJB-13C,"11 J. Ayayi, 3 M. Salash, 8 J. Usher, 34 K. Kokila, 13 X. Castaneda",14,41:56,101,101,62,36,44,29,65.9,77,18,7,38.9,59,29,22,75.9,50,29,4,25,27,8,9,23,95,87,56,31,31,20,64.5,78,25,11,44.0,74,17,14,82.4,62,19,2,17,24,3,18,30,JL Bourg-en-Bresse,Betclic Elite,11 J. Ayayi,3 M. Salash,8 J. Usher,34 K. Kokila,13 X. Castaneda,JB-11A,JB-3S,JB-8U,JB-34K,JB-13C,2516.0,91,100.0,73,91.57894736842105,38,8.421052631578945,61,96.34340222575517,54,90.62003179650239,69,5.723370429252782,66,67.54949170679507,77,68.52551984877127,16,-0.9760281419762009,44,135.09898341359013,77,137.05103969754254,16,0 days 00:41:56,-1.9520562839524018,44,blue
JB-8UJB-34KJB-5BJB-13CJB-4N,"8 J. Usher, 34 K. Kokila, 5 H. Benitez, 13 X. Castaneda, 4 A. Nelson",10,32:52,82,73,48,22,30,18,60.0,66,18,4,22.2,19,32,25,78.1,54,30,12,18,11,6,12,24,87,63,53,22,25,15,60.0,69,28,7,25.0,17,20,12,60.0,19,26,10,16,17,2,15,28,JL Bourg-en-Bresse,Betclic Elite,8 J. Usher,34 K. Kokila,5 H. Benitez,13 X. Castaneda,4 A. Nelson,JB-8U,JB-34K,JB-5B,JB-13C,JB-4N,1972.0,85,89.02439024390245,56,72.41379310344827,78,16.610597140454175,71,99.7971602434077,67,105.88235294117648,12,-6.085192697768775,31,58.795103092783506,53,50.970873786407765,72,7.8242293063757415,68,117.59020618556701,53,101.94174757281553,72,0 days 00:32:52,15.648458612751483,68,blue
JB-3SJB-8UJB-5BJB-13CJB-4N,"3 M. Salash, 8 J. Usher, 5 H. Benitez, 13 X. Castaneda, 4 A. Nelson",17,22:14,58,60,36,20,25,15,60.0,66,11,5,45.5,73,18,15,83.3,66,24,7,17,9,4,5,7,53,43,42,16,27,11,40.7,16,15,5,33.3,40,7,6,85.7,74,17,8,9,7,0,6,16,JL Bourg-en-Bresse,Betclic Elite,3 M. Salash,8 J. Usher,5 H. Benitez,13 X. Castaneda,4 A. Nelson,JB-3S,JB-8U,JB-5B,JB-13C,JB-4N,1334.0,73,103.44827586206897,77,81.13207547169812,61,22.316200390370852,77,104.34782608695652,83,95.35232383808095,48,8.995502248875567,76,68.30601092896174,79,47.69299023957409,82,20.613020689387653,90,136.61202185792348,79,95.38598047914817,82,0 days 00:22:14,41.22604137877531,90,blue
JB-11AJB-27PJB-10NJB-33PJB-4N,"11 J. Ayayi, 27 J. Pansa, 10 M. Ngouama, 33 B. Paul, 4 A. Nelson",0,21:09,56,36,32,12,23,11,47.8,28,9,1,11.1,4,16,11,68.8,31,22,7,15,12,4,12,12,53,36,37,14,24,10,41.7,19,13,4,30.8,31,6,4,66.7,26,13,4,9,11,7,6,15,JL Bourg-en-Bresse,Betclic Elite,11 J. Ayayi,27 J. Pansa,10 M. Ngouama,33 B. Paul,4 A. Nelson,JB-11A,JB-27P,JB-10N,JB-33P,JB-4N,1269.0,70,64.28571428571429,10,67.9245283018868,86,-3.6388140161725033,40,105.91016548463357,87,100.23640661938533,26,5.673758865248232,66,46.10655737704918,15,45.40867810292634,88,0.6978792741228403,48,92.21311475409836,15,90.81735620585268,88,0 days 00:21:09,1.3957585482456807,48,blue
JB-3SJB-27PJB-30JJB-7CJB-5B,"3 M. Salash, 27 J. Pansa, 30 B. Jefferson, 7 M. Courby, 5 H. Benitez",-8,18:48,42,35,30,15,24,14,58.3,58,6,1,16.7,11,5,4,80.0,58,14,3,11,11,2,5,12,45,43,27,12,17,8,47.1,31,10,4,40.0,64,20,15,75.0,43,13,2,11,7,1,4,6,JL Bourg-en-Bresse,Betclic Elite,3 M. Salash,27 J. Pansa,30 B. Jefferson,7 M. Courby,5 H. Benitez,JB-3S,JB-27P,JB-30J,JB-7C,JB-5B,1128.0,63,83.33333333333334,43,95.55555555555556,28,-12.222222222222214,31,89.36170212765957,26,95.74468085106383,46,-6.382978723404264,30,54.347826086956516,38,60.05586592178771,39,-5.708039834831197,33,108.69565217391303,38,120.11173184357543,39,0 days 00:18:48,-11.416079669662395,33,blue
JB-3SJB-27PJB-8UJB-5BJB-13C,"3 M. Salash, 27 J. Pansa, 8 J. Usher, 5 H. Benitez, 13 X. Castaneda",-4,18:26,47,44,29,14,20,12,60.0,66,9,2,22.2,19,24,14,58.3,16,14,3,11,10,3,6,7,49,48,36,19,21,15,71.4,90,15,4,26.7,21,6,6,100.0,91,21,4,17,9,3,6,16,JL Bourg-en-Bresse,Betclic Elite,3 M. Salash,27 J. Pansa,8 J. Usher,5 H. Benitez,13 X. Castaneda,JB-3S,JB-27P,JB-8U,JB-5B,JB-13C,1106.0,61,93.61702127659575,63,97.95918367346938,23,-4.342162396873633,39,101.98915009041592,76,106.32911392405063,10,-4.339963833634712,34,55.61172901921132,42,62.11180124223602,32,-6.500072223024702,33,111.22345803842263,42,124.22360248447204,32,0 days 00:18:26,-13.000144446049404,33,blue
JB-11AJB-27PJB-8UJB-13CJB-4N,"11 J. Ayayi, 27 J. Pansa, 8 J. Usher, 13 X. Castaneda, 4 A. Nelson",13,14:59,38,46,27,16,14,10,71.4,90,13,6,46.2,75,8,8,100.0,90,9,4,5,10,3,4,10,32,33,17,11,12,8,66.7,82,5,3,60.0,94,11,8,72.7,36,5,0,5,8,2,4,7,JL Bourg-en-Bresse,Betclic Elite,11 J. Ayayi,27 J. Pansa,8 J. Usher,13 X. Castaneda,4 A. Nelson,JB-11A,JB-27P,JB-8U,JB-13C,JB-4N,899.0,48,121.05263157894737,94,103.125,17,17.92763157894737,72,101.44605116796441,73,85.42825361512791,81,16.017797552836498,90,75.36041939711666,93,75.54945054945054,3,-0.18903115233388235,46,150.72083879423332,93,151.09890109890108,3,0 days 00:14:59,-0.3780623046677647,46,blue
JB-27PJB-7CJB-5BJB-33PJB-4N,"27 J. Pansa, 7 M. Courby, 5 H. Benitez, 33 B. Paul, 4 A. Nelson",-13,11:53,33,14,19,5,13,4,30.8,8,6,1,16.7,11,4,3,75.0,45,11,5,6,5,2,4,8,30,27,17,9,12,6,50.0,39,5,3,60.0,94,8,6,75.0,43,11,3,8,3,1,2,4,JL Bourg-en-Bresse,Betclic Elite,27 J. Pansa,7 M. Courby,5 H. Benitez,33 B. Paul,4 A. Nelson,JB-27P,JB-7C,JB-5B,JB-33P,JB-4N,713.0,25,42.42424242424242,0,90.0,42,-47.57575757575758,4,111.07994389901823,92,100.98176718092566,21,10.098176718092574,79,33.71868978805394,1,65.78947368421053,22,-32.07078389615659,3,67.43737957610789,1,131.57894736842107,22,0 days 00:11:53,-64.14156779231318,3,blue
JB-11AJB-3SJB-27PJB-8UJB-13C,"11 J. Ayayi, 3 M. Salash, 27 J. Pansa, 8 J. Usher, 13 X. Castaneda",8,11:27,32,25,22,10,13,7,53.8,45,9,3,33.3,41,3,2,66.7,27,13,5,8,4,2,4,3,27,17,16,6,8,6,75.0,95,8,0,0.0,1,5,5,100.0,91,7,1,6,3,2,5,6,JL Bourg-en-Bresse,Betclic Elite,11 J. Ayayi,3 M. Salash,27 J. Pansa,8 J. Usher,13 X. Castaneda,JB-11A,JB-3S,JB-27P,JB-8U,JB-13C,687.0,22,78.125,35,62.96296296296296,90,15.162037037037038,69,111.79039301310044,93,94.3231441048035,55,17.467248908296938,92,53.60205831903945,34,46.7032967032967,85,6.89876161574275,63,107.2041166380789,34,93.4065934065934,85,0 days 00:11:27,13.7975232314855,63,blue
CS-40CCS-14RCS-8HCS-2MCS-13G,"40 Z. Cuthbertson, 14 D. Ristic, 8 J. Hill, 2 J. Morris, 13 L. Gaudoux",-22,57:52,132,125,92,49,54,33,61.1,69,38,16,42.1,65,16,11,68.8,31,34,8,26,34,10,17,27,141,147,99,53,54,36,66.7,82,45,17,37.8,58,28,24,85.7,74,47,15,32,32,10,18,21,Chalon Saone,Betclic Elite,40 Z. Cuthbertson,14 D. Ristic,8 J. Hill,2 J. Morris,13 L. Gaudoux,CS-40C,CS-14R,CS-8H,CS-2M,CS-13G,3472.0,96,94.6969696969697,65,104.25531914893618,15,-9.558349451966478,32,91.24423963133641,32,97.46543778801843,38,-6.221198156682021,30,63.105815831987066,65,66.02587136183975,22,-2.9200555298526822,40,126.21163166397413,65,132.0517427236795,22,0 days 00:57:52,-5.8401110597053645,40,blue
CS-4SCS-40CCS-14RCS-8HCS-2M,"4 Z. Sakic, 40 Z. Cuthbertson, 14 D. Ristic, 8 J. Hill, 2 J. Morris",-4,48:25,113,87,64,27,38,17,44.7,23,26,10,38.5,57,31,23,74.2,41,38,6,32,21,5,15,21,114,91,82,35,46,23,50.0,39,36,12,33.3,40,12,9,75.0,43,41,14,27,24,8,14,28,Chalon Saone,Betclic Elite,4 Z. Sakic,40 Z. Cuthbertson,14 D. Ristic,8 J. Hill,2 J. Morris,CS-4S,CS-40C,CS-14R,CS-8H,CS-2M,2905.0,92,76.99115044247787,31,79.82456140350878,63,-2.833410961030907,42,93.35628227194492,40,94.18244406196213,55,-0.8261617900172098,44,56.02782071097372,42,52.13107241063245,69,3.8967483003412724,55,112.05564142194744,42,104.2621448212649,69,0 days 00:48:25,7.793496600682545,55,blue
CS-4SCS-40CCS-21SCS-8HCS-13G,"4 Z. Sakic, 40 Z. Cuthbertson, 21 M. Stockton, 8 J. Hill, 13 L. Gaudoux",31,45:41,110,101,65,35,38,24,63.2,72,27,11,40.7,64,31,20,64.5,23,37,7,30,26,11,13,15,98,70,66,28,32,19,59.4,66,34,9,26.5,20,6,5,83.3,66,28,4,24,17,10,16,30,Chalon Saone,Betclic Elite,4 Z. Sakic,40 Z. Cuthbertson,21 M. Stockton,8 J. Hill,13 L. Gaudoux,CS-4S,CS-40C,CS-21S,CS-8H,CS-13G,2741.0,92,91.81818181818183,60,71.42857142857143,80,20.389610389610397,73,96.31521342575702,53,85.80809923385627,80,10.507114191900754,81,64.21668362156663,69,50.990675990675996,71,13.226007630890635,78,128.43336724313326,69,101.98135198135199,71,0 days 00:45:41,26.45201526178127,78,blue
CS-4SCS-40CCS-14RCS-8HCS-6C,"4 Z. Sakic, 40 Z. Cuthbertson, 14 D. Ristic, 8 J. Hill, 6 Y. Choupas",2,34:34,78,76,56,29,34,22,64.7,76,22,7,31.8,36,16,11,68.8,31,23,4,19,18,4,7,13,80,74,56,27,27,15,55.6,57,29,12,41.4,68,10,8,80.0,56,26,8,18,21,3,6,15,Chalon Saone,Betclic Elite,4 Z. Sakic,40 Z. Cuthbertson,14 D. Ristic,8 J. Hill,6 Y. Choupas,CS-4S,CS-40C,CS-14R,CS-8H,CS-6C,2074.0,87,97.43589743589743,70,92.5,35,4.935897435897431,53,90.26036644165863,28,92.57473481195757,63,-2.3143683702989364,39,60.27918781725889,58,61.258278145695364,35,-0.9790903284364774,44,120.55837563451777,58,122.51655629139073,35,0 days 00:34:34,-1.9581806568729547,44,blue
CS-4SCS-40CCS-21SCS-14RCS-8H,"4 Z. Sakic, 40 Z. Cuthbertson, 21 M. Stockton, 14 D. Ristic, 8 J. Hill",7,22:28,54,59,34,20,21,13,61.9,71,13,7,53.8,84,16,12,75.0,45,14,2,12,17,6,6,4,51,52,38,20,20,12,60.0,69,18,8,44.4,75,4,4,100.0,91,16,4,12,14,4,7,15,Chalon Saone,Betclic Elite,4 Z. Sakic,40 Z. Cuthbertson,21 M. Stockton,14 D. Ristic,8 J. Hill,CS-4S,CS-40C,CS-21S,CS-14R,CS-8H,1348.0,73,109.25925925925925,85,101.96078431372548,19,7.298474945533769,58,96.14243323442138,52,90.80118694362018,67,5.341246290801195,64,71.88109161793372,85,65.3923541247485,23,6.488737493185226,61,143.76218323586744,85,130.784708249497,23,0 days 00:22:28,12.977474986370453,61,blue
CS-40CCS-14RCS-20NCS-2MCS-13G,"40 Z. Cuthbertson, 14 D. Ristic, 20 N. Nenadic, 2 J. Morris, 13 L. Gaudoux",-7,18:56,49,41,28,14,21,11,52.4,42,7,3,42.9,67,15,10,66.7,27,16,7,9,10,2,6,10,39,48,32,19,17,12,70.6,89,15,7,46.7,78,4,3,75.0,43,9,3,6,12,1,3,14,Chalon Saone,Betclic Elite,40 Z. Cuthbertson,14 D. Ristic,20 N. Nenadic,2 J. Morris,13 L. Gaudoux,CS-40C,CS-14R,CS-20N,CS-2M,CS-13G,1136.0,64,83.6734693877551,43,123.07692307692308,3,-39.403453689167975,9,103.52112676056338,80,82.3943661971831,85,21.126760563380273,95,59.2485549132948,55,71.09004739336493,8,-11.84149248007013,22,118.4971098265896,55,142.18009478672985,8,0 days 00:18:56,-23.68298496014026,22,blue
CS-40CCS-14RCS-8HCS-6CCS-13G,"40 Z. Cuthbertson, 14 D. Ristic, 8 J. Hill, 6 Y. Choupas, 13 L. Gaudoux",5,15:28,36,33,24,14,18,11,61.1,69,6,3,50.0,80,3,2,66.7,27,12,4,8,10,4,7,8,40,28,25,10,9,4,44.4,25,16,6,37.5,56,2,2,100.0,91,9,3,6,6,3,7,7,Chalon Saone,Betclic Elite,40 Z. Cuthbertson,14 D. Ristic,8 J. Hill,6 Y. Choupas,13 L. Gaudoux,CS-40C,CS-14R,CS-8H,CS-6C,CS-13G,928.0,49,91.66666666666666,59,70.0,84,21.666666666666657,76,93.10344827586208,37,103.44827586206897,16,-10.34482758620689,18,65.16587677725119,72,54.09582689335395,64,11.070049883897234,75,130.33175355450237,72,108.1916537867079,64,0 days 00:15:28,22.140099767794467,75,blue
CS-40CCS-21SCS-14RCS-8HCS-13G,"40 Z. Cuthbertson, 21 M. Stockton, 14 D. Ristic, 8 J. Hill, 13 L. Gaudoux",-1,14:56,36,31,20,10,15,8,53.3,44,5,2,40.0,62,11,9,81.8,64,8,3,5,10,6,7,9,37,32,21,11,16,9,56.3,60,5,2,40.0,64,11,8,72.7,36,12,5,7,10,2,9,9,Chalon Saone,Betclic Elite,40 Z. Cuthbertson,21 M. Stockton,14 D. Ristic,8 J. Hill,13 L. Gaudoux,CS-40C,CS-21S,CS-14R,CS-8H,CS-13G,896.0,48,86.11111111111111,47,86.48648648648648,50,-0.3753753753753699,46,96.42857142857143,54,99.10714285714286,31,-2.6785714285714306,37,62.39935587761675,62,61.91950464396285,33,0.47985123365389626,47,124.7987117552335,62,123.8390092879257,33,0 days 00:14:56,0.9597024673077925,47,blue
CS-4SCS-40CCS-8HCS-6CCS-13G,"4 Z. Sakic, 40 Z. Cuthbertson, 8 J. Hill, 6 Y. Choupas, 13 L. Gaudoux",12,14:48,42,33,24,9,13,3,23.1,3,11,6,54.5,86,12,9,75.0,45,11,2,9,9,2,6,9,43,21,24,7,13,7,53.8,51,11,0,0.0,1,9,7,77.8,50,18,4,14,6,1,7,14,Chalon Saone,Betclic Elite,4 Z. Sakic,40 Z. Cuthbertson,8 J. Hill,6 Y. Choupas,13 L. Gaudoux,CS-4S,CS-40C,CS-8H,CS-6C,CS-13G,888.0,47,78.57142857142857,37,48.837209302325576,97,29.734219269102994,85,113.51351351351352,95,116.21621621621621,1,-2.7027027027026946,37,56.35245901639344,43,37.553648068669524,96,18.798810947723915,85,112.70491803278688,43,75.10729613733905,96,0 days 00:14:48,37.59762189544783,85,blue
CS-14RCS-8HCS-2MCS-6CCS-13G,"14 D. Ristic, 8 J. Hill, 2 J. Morris, 6 Y. Choupas, 13 L. Gaudoux",12,14:33,40,38,25,12,12,6,50.0,35,13,6,46.2,75,9,8,88.9,77,12,4,8,9,1,6,7,37,26,23,9,12,6,50.0,39,11,3,27.3,22,6,5,83.3,66,14,5,9,6,2,6,9,Chalon Saone,Betclic Elite,14 D. Ristic,8 J. Hill,2 J. Morris,6 Y. Choupas,13 L. Gaudoux,CS-14R,CS-8H,CS-2M,CS-6C,CS-13G,873.0,44,95.0,66,70.27027027027027,83,24.729729729729726,81,109.96563573883161,90,101.71821305841925,20,8.247422680412356,74,65.60773480662984,73,50.70202808112324,75,14.905706725506597,80,131.21546961325967,73,101.40405616224648,75,0 days 00:14:33,29.811413451013195,80,blue
CS-40CCS-14RCS-20NCS-6CCS-13G,"40 Z. Cuthbertson, 14 D. Ristic, 20 N. Nenadic, 6 Y. Choupas, 13 L. Gaudoux",3,13:35,32,33,15,10,8,5,62.5,72,7,5,71.4,98,11,8,72.7,39,8,1,7,7,2,6,7,34,30,21,11,11,8,72.7,92,10,3,30.0,29,8,5,62.5,21,7,3,4,6,6,2,9,Chalon Saone,Betclic Elite,40 Z. Cuthbertson,14 D. Ristic,20 N. Nenadic,6 Y. Choupas,13 L. Gaudoux,CS-40C,CS-14R,CS-20N,CS-6C,CS-13G,815.0,40,103.125,76,88.23529411764706,46,14.889705882352942,69,94.23312883435584,43,100.12269938650307,27,-5.889570552147234,33,83.16532258064517,99,61.174551386623165,36,21.990771194022003,92,166.33064516129033,99,122.34910277324633,36,0 days 00:13:35,43.981542388044005,92,blue
CS-14RCS-20NCS-8HCS-2MCS-13G,"14 D. Ristic, 20 N. Nenadic, 8 J. Hill, 2 J. Morris, 13 L. Gaudoux",3,12:39,28,30,23,11,12,7,58.3,58,11,4,36.4,51,5,4,80.0,58,6,3,3,6,3,2,7,29,27,17,9,9,5,55.6,57,8,4,50.0,83,5,5,100.0,91,8,2,6,7,1,6,6,Chalon Saone,Betclic Elite,14 D. Ristic,20 N. Nenadic,8 J. Hill,2 J. Morris,13 L. Gaudoux,CS-14R,CS-20N,CS-8H,CS-2M,CS-13G,759.0,33,107.14285714285714,83,93.10344827586206,34,14.039408866995075,67,88.53754940711462,21,91.699604743083,65,-3.1620553359683754,36,59.523809523809526,55,70.3125,10,-10.788690476190474,25,119.04761904761905,55,140.625,10,0 days 00:12:39,-21.57738095238095,25,blue
CS-40CCS-20NCS-6CCS-7CCS-13G,"40 Z. Cuthbertson, 20 N. Nenadic, 6 Y. Choupas, 7 O. Cortale, 13 L. Gaudoux",-6,12:02,26,15,12,5,8,3,37.5,12,4,2,50.0,80,4,3,75.0,45,11,1,10,4,0,9,7,29,21,21,6,12,3,25.0,2,9,3,33.3,40,7,6,85.7,74,9,3,6,6,4,1,5,Chalon Saone,Betclic Elite,40 Z. Cuthbertson,20 N. Nenadic,6 Y. Choupas,7 O. Cortale,13 L. Gaudoux,CS-40C,CS-20N,CS-6C,CS-7C,CS-13G,722.0,28,57.692307692307686,5,72.41379310344827,78,-14.721485411140584,25,86.42659279778394,17,96.398891966759,42,-9.972299168975056,19,54.50581395348837,39,43.6046511627907,92,10.901162790697668,74,109.01162790697674,39,87.2093023255814,92,0 days 00:12:02,21.802325581395337,74,blue
CS-4SCS-40CCS-21SCS-14RCS-6C,"4 Z. Sakic, 40 Z. Cuthbertson, 21 M. Stockton, 14 D. Ristic, 6 Y. Choupas",-5,10:48,21,17,16,6,8,4,50.0,35,8,2,25.0,23,4,3,75.0,45,8,1,7,1,0,0,4,25,22,17,8,8,4,50.0,39,9,4,44.4,75,3,2,66.7,26,11,3,8,8,0,2,3,Chalon Saone,Betclic Elite,4 Z. Sakic,40 Z. Cuthbertson,21 M. Stockton,14 D. Ristic,6 Y. Choupas,CS-4S,CS-40C,CS-21S,CS-14R,CS-6C,648.0,15,80.95238095238095,40,88.0,46,-7.047619047619051,35,77.77777777777777,7,92.59259259259258,62,-14.81481481481481,11,47.86036036036035,19,60.043668122270745,40,-12.183307761910392,20,95.7207207207207,19,120.08733624454149,40,0 days 00:10:48,-24.366615523820784,20,blue
CS-21SCS-14RCS-2MCS-6CCS-7C,"21 M. Stockton, 14 D. Ristic, 2 J. Morris, 6 Y. Choupas, 7 O. Cortale",2,10:40,22,25,16,9,8,4,50.0,35,8,5,62.5,95,2,2,100.0,90,10,1,9,6,0,1,4,26,23,20,8,10,5,50.0,39,10,3,30.0,29,6,4,66.7,26,9,4,5,8,1,0,3,Chalon Saone,Betclic Elite,21 M. Stockton,14 D. Ristic,2 J. Morris,6 Y. Choupas,7 O. Cortale,CS-21S,CS-14R,CS-2M,CS-6C,CS-7C,640.0,11,113.63636363636364,89,88.46153846153845,45,25.174825174825187,82,82.5,14,97.5,38,-15.0,10,74.0521327014218,90,50.79505300353356,74,23.257079697888237,93,148.1042654028436,90,101.59010600706712,74,0 days 00:10:40,46.514159395776474,93,blue
CB-25NCB-2ICB-5CCB-11ACB-32V,"25 C. Ndow, 2 C. Melvin III, 5 T. Campbell, 11 G. Ayayi, 32 B. Vautier",17,103:28,245,240,172,90,104,61,58.7,60,68,29,42.6,66,42,31,73.8,41,69,24,45,56,12,30,46,244,223,155,81,87,56,64.4,78,68,25,36.8,53,43,36,83.7,71,73,22,51,54,23,42,55,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,5 T. Campbell,11 G. Ayayi,32 B. Vautier,CB-25N,CB-2I,CB-5C,CB-11A,CB-32V,6208.0,100,97.95918367346938,71,91.39344262295081,40,6.565741050518568,57,94.71649484536083,45,94.3298969072165,54,0.38659793814433385,52,62.998740025199496,65,64.1099356025759,27,-1.1111955773764066,43,125.99748005039899,65,128.2198712051518,27,0 days 01:43:28,-2.2223911547528132,43,blue
CB-25NCB-2ICB-11ACB-32VCB-7S,"25 C. Ndow, 2 C. Melvin III, 11 G. Ayayi, 32 B. Vautier, 7 N. De Sousa",-7,41:10,107,83,69,33,46,28,60.9,68,23,5,21.7,17,24,12,50.0,10,44,16,28,28,7,12,23,99,90,64,27,31,14,45.2,27,33,13,39.4,61,27,23,85.2,72,26,9,17,21,6,11,23,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,11 G. Ayayi,32 B. Vautier,7 N. De Sousa,CB-25N,CB-2I,CB-11A,CB-32V,CB-7S,2470.0,90,77.57009345794393,33,90.9090909090909,41,-13.33899745114698,27,103.96761133603238,82,96.19433198380567,43,7.773279352226709,72,52.16189039718452,30,59.304164470216136,43,-7.142274073031615,32,104.32378079436904,30,118.60832894043227,43,0 days 00:41:10,-14.28454814606323,32,blue
CB-25NCB-2ICB-32VCB-7SCB-3S,"25 C. Ndow, 2 C. Melvin III, 32 B. Vautier, 7 N. De Sousa, 3 S. Smith",-6,19:40,40,36,27,13,14,10,71.4,90,13,3,23.1,20,9,7,77.8,52,9,4,5,8,5,8,11,48,42,26,16,16,12,75.0,95,10,4,40.0,64,12,6,50.0,10,14,4,10,7,3,11,7,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,32 B. Vautier,7 N. De Sousa,3 S. Smith,CB-25N,CB-2I,CB-32V,CB-7S,CB-3S,1180.0,66,90.0,57,87.5,49,2.5,49,81.35593220338983,12,97.62711864406779,38,-16.271186440677965,8,58.139534883720934,51,67.13554987212275,19,-8.996014988401818,29,116.27906976744187,51,134.2710997442455,19,0 days 00:19:40,-17.992029976803636,29,blue
