id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_%_equipe,centile_True_Shooting_%_equipe,True_Shooting_%_opp,centile_True_Shooting_%_opp,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,minutes_filtre,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes
ELP-4GELP-66ZELP-11BELP-7DELP-23F,"4 D. Gholston, 66 K. Zoriks, 11 M. Boyer, 7 D. Diawara, 23 I. Fevrier",2,14:51,37,24,23,9,17,8,47.1,28,6,1,16.7,10,7,5,71.4,35,15,4,11,4,1,4,9,40,22,27,8,20,6,30.0,3,7,2,28.6,28,5,4,80.0,54,15,6,9,5,2,3,11,ESSM Le Portel,Betclic Elite,4 D. Gholston,66 K. Zoriks,11 M. Boyer,7 D. Diawara,23 I. Fevrier,ELP-4G,ELP-66Z,ELP-11B,ELP-7D,ELP-23F,891.0,45,64.86486486486487,14,55.00000000000001,95,9.864864864864863,61,99.66329966329964,66,107.74410774410774,8,-8.080808080808083,23,46.01226993865031,13,37.67123287671233,2,8.341037061937975,66,92.0245398773006,13,75.34246575342466,97,16.68207412387595,66,blue
ELP-5KELP-4GELP-66ZELP-11BELP-7D,"5 L. Konate, 4 D. Gholston, 66 K. Zoriks, 11 M. Boyer, 7 D. Diawara",-16,13:07,36,21,17,7,9,4,44.4,22,8,3,37.5,51,7,4,57.1,14,9,2,7,4,1,9,9,32,37,23,13,15,9,60.0,69,8,4,50.0,84,7,7,100.0,90,9,3,6,6,5,2,8,ESSM Le Portel,Betclic Elite,5 L. Konate,4 D. Gholston,66 K. Zoriks,11 M. Boyer,7 D. Diawara,ELP-5K,ELP-4G,ELP-66Z,ELP-11B,ELP-7D,787.0,36,58.333333333333336,7,115.625,4,-57.29166666666666,2,109.78398983481574,89,97.58576874205843,38,12.198221092757294,82,52.290836653386464,30,70.93558282208589,89,-18.644746168699427,11,104.58167330677291,30,141.87116564417178,10,-37.289492337398855,11,blue
ELP-66ZELP-1BELP-7DELP-23FELP-24N,"66 K. Zoriks, 1 D. Burns, 7 D. Diawara, 23 I. Fevrier, 24 J. Nunge",3,12:59,28,31,20,11,8,6,75.0,94,12,5,41.7,65,4,4,100.0,90,8,1,7,10,3,5,4,33,28,24,12,20,10,50.0,38,4,2,50.0,84,3,2,66.7,26,12,4,8,8,2,6,5,ESSM Le Portel,Betclic Elite,66 K. Zoriks,1 D. Burns,7 D. Diawara,23 I. Fevrier,24 J. Nunge,ELP-66Z,ELP-1B,ELP-7D,ELP-23F,ELP-24N,779.0,35,110.71428571428572,87,84.84848484848484,50,25.86580086580088,81,86.26444159178435,16,101.66880616174582,21,-15.404364569961473,9,71.23161764705883,84,55.29225908372828,39,15.939358563330543,82,142.46323529411765,84,110.58451816745657,60,31.878717126661087,82,blue
ELP-5KELP-15KELP-66ZELP-23FELP-24N,"5 L. Konate, 15 C. Kelly, 66 K. Zoriks, 23 I. Fevrier, 24 J. Nunge",0,11:22,20,27,14,9,9,8,88.9,99,5,1,20.0,13,10,8,80.0,55,7,0,7,6,0,1,3,28,27,23,11,16,9,56.3,59,7,2,28.6,28,3,3,100.0,90,7,2,5,6,1,1,7,ESSM Le Portel,Betclic Elite,5 L. Konate,15 C. Kelly,66 K. Zoriks,23 I. Fevrier,24 J. Nunge,ELP-5K,ELP-15K,ELP-66Z,ELP-23F,ELP-24N,682.0,20,135.0,98,96.42857142857144,25,38.57142857142857,92,70.38123167155426,1,98.53372434017597,34,-28.15249266862169,2,73.36956521739131,88,55.50986842105263,40,17.85969679633868,84,146.73913043478262,88,111.01973684210526,59,35.71939359267736,84,blue
ELP-4GELP-11BELP-9MELP-7DELP-23F,"4 D. Gholston, 11 M. Boyer, 9 G. Meyniel, 7 D. Diawara, 23 I. Fevrier",-14,11:01,27,14,17,5,11,3,27.3,4,6,2,33.3,39,4,2,50.0,9,10,3,7,1,2,5,6,26,28,18,9,9,3,33.3,7,9,6,66.7,98,5,4,80.0,54,11,2,9,7,2,4,3,ESSM Le Portel,Betclic Elite,4 D. Gholston,11 M. Boyer,9 G. Meyniel,7 D. Diawara,23 I. Fevrier,ELP-4G,ELP-11B,ELP-9M,ELP-7D,ELP-23F,661.0,15,51.85185185185185,2,107.6923076923077,10,-55.840455840455846,2,98.03328290468986,62,94.40242057488656,54,3.630862329803307,60,37.31343283582089,3,69.30693069306932,85,-31.99349785724843,4,74.62686567164178,3,138.61386138613864,14,-63.98699571449686,4,blue
AL-21RAL-6MAL-3LAL-13SAL-17A,"21 A. Roberson, 6 T. Maledon, 3 P. Lee, 13 N. Sako, 17 M. PIerre Ajinca",-12,43:45,99,82,68,30,41,21,51.2,39,27,9,33.3,39,16,13,81.3,59,33,6,27,22,2,10,11,97,94,76,38,47,30,63.8,77,29,8,27.6,25,12,10,83.3,63,40,8,32,26,6,8,19,ASVEL Lyon-Villeurbanne,Betclic Elite,21 A. Roberson,6 T. Maledon,3 P. Lee,13 N. Sako,17 M. PIerre Ajinca,AL-21R,AL-6M,AL-3L,AL-13S,AL-17A,2625.0,92,82.82828282828282,43,96.90721649484536,24,-14.078933666562534,25,90.51428571428572,26,88.68571428571428,79,1.8285714285714365,54,54.63752665245202,39,57.824803149606296,53,-3.1872764971542797,38,109.27505330490403,39,115.6496062992126,46,-6.374552994308559,38,blue
AL-21RAL-1HAL-6MAL-13SAL-17A,"21 A. Roberson, 1 S. Harrison, 6 T. Maledon, 13 N. Sako, 17 M. PIerre Ajinca",7,17:05,34,37,19,11,11,6,54.5,45,8,5,62.5,95,14,10,71.4,35,17,4,13,5,0,5,6,41,30,33,11,19,6,31.6,4,14,5,35.7,51,4,3,75.0,41,12,7,5,7,3,1,8,ASVEL Lyon-Villeurbanne,Betclic Elite,21 A. Roberson,1 S. Harrison,6 T. Maledon,13 N. Sako,17 M. PIerre Ajinca,AL-21R,AL-1H,AL-6M,AL-13S,AL-17A,1025.0,54,108.8235294117647,85,73.17073170731707,75,35.65279770444762,89,79.60975609756098,6,96.0,45,-16.390243902439025,7,73.52941176470587,89,43.15304948216341,6,30.37636228254246,96,147.05882352941174,89,86.30609896432682,93,60.75272456508492,96,blue
AL-7LAL-1HAL-6MAL-23LAL-24N,"7 J. Lauvergne, 1 S. Harrison, 6 T. Maledon, 23 D. Lighty, 24 M. Ndiaye",-3,15:39,41,37,22,14,15,10,66.7,80,7,4,57.1,89,7,5,71.4,35,6,1,5,11,3,8,7,39,40,28,17,20,14,70.0,88,8,3,37.5,58,4,3,75.0,41,13,5,8,11,4,5,12,ASVEL Lyon-Villeurbanne,Betclic Elite,7 J. Lauvergne,1 S. Harrison,6 T. Maledon,23 D. Lighty,24 M. Ndiaye,AL-7L,AL-1H,AL-6M,AL-23L,AL-24N,939.0,48,90.2439024390244,59,102.56410256410255,15,-12.32020012507816,28,104.7923322683706,82,99.68051118210862,31,5.1118210862619975,65,73.76395534290272,89,67.20430107526882,81,6.559654267633903,60,147.52791068580544,89,134.40860215053763,18,13.119308535267804,60,blue
AL-7LAL-6MAL-3LAL-23LAL-13S,"7 J. Lauvergne, 6 T. Maledon, 3 P. Lee, 23 D. Lighty, 13 N. Sako",4,14:37,32,36,21,13,8,7,87.5,98,13,6,46.2,75,4,4,100.0,90,8,2,6,11,0,4,12,40,32,25,13,16,10,62.5,74,9,3,33.3,42,7,3,42.9,6,11,5,6,8,3,2,8,ASVEL Lyon-Villeurbanne,Betclic Elite,7 J. Lauvergne,6 T. Maledon,3 P. Lee,23 D. Lighty,13 N. Sako,AL-7L,AL-6M,AL-3L,AL-23L,AL-13S,877.0,43,112.5,88,80.0,60,32.5,86,87.57126567844927,18,109.46408209806158,6,-21.89281641961232,3,79.08611599297012,96,56.98005698005698,48,22.106059012913143,92,158.17223198594024,96,113.96011396011396,51,44.212118025826285,92,blue
AL-1HAL-12CAL-13SAL-17AAL-24N,"1 S. Harrison, 12 N. de Colo, 13 N. Sako, 17 M. PIerre Ajinca, 24 M. Ndiaye",14,11:58,29,29,19,11,6,4,66.7,80,13,7,53.8,85,0,0,0.0,1,15,5,10,9,1,5,3,27,15,20,6,12,4,33.3,7,8,2,25.0,19,1,1,100.0,90,7,4,3,4,2,4,4,ASVEL Lyon-Villeurbanne,Betclic Elite,1 S. Harrison,12 N. de Colo,13 N. Sako,17 M. PIerre Ajinca,24 M. Ndiaye,AL-1H,AL-12C,AL-13S,AL-17A,AL-24N,718.0,25,100.0,73,55.55555555555556,94,44.44444444444444,95,96.93593314763233,54,90.25069637883009,75,6.685236768802227,68,76.31578947368422,94,36.692759295499016,1,39.6230301781852,98,152.63157894736844,94,73.38551859099803,98,79.2460603563704,98,blue
AL-6MAL-11JAL-3LAL-23LAL-13S,"6 T. Maledon, 11 E. Jackson, 3 P. Lee, 23 D. Lighty, 13 N. Sako",0,10:59,23,18,14,7,10,6,60.0,63,4,1,25.0,22,4,3,75.0,43,7,1,6,5,3,2,2,24,18,15,6,7,4,57.1,62,8,2,25.0,19,4,4,100.0,90,6,1,5,4,0,3,5,ASVEL Lyon-Villeurbanne,Betclic Elite,6 T. Maledon,11 E. Jackson,3 P. Lee,23 D. Lighty,13 N. Sako,AL-6M,AL-11J,AL-3L,AL-23L,AL-13S,659.0,15,78.26086956521739,35,75.0,70,3.2608695652173907,51,83.76327769347498,11,87.4051593323217,81,-3.6418816388467263,37,57.10659898477157,43,53.69928400954653,34,3.4073149752250416,54,114.21319796954316,43,107.39856801909306,65,6.814629950450083,54,blue
AL-21RAL-6MAL-11JAL-3LAL-13S,"21 A. Roberson, 6 T. Maledon, 11 E. Jackson, 3 P. Lee, 13 N. Sako",7,10:38,33,29,19,9,9,5,55.6,48,10,4,40.0,61,8,7,87.5,73,10,4,6,6,0,5,5,22,22,15,8,10,6,60.0,69,5,2,40.0,67,4,4,100.0,90,4,1,3,3,2,4,6,ASVEL Lyon-Villeurbanne,Betclic Elite,21 A. Roberson,6 T. Maledon,11 E. Jackson,3 P. Lee,13 N. Sako,AL-21R,AL-6M,AL-11J,AL-3L,AL-13S,638.0,9,87.87878787878788,54,100.0,19,-12.121212121212125,29,124.13793103448276,98,82.75862068965517,90,41.37931034482759,99,64.38721136767317,69,65.63245823389022,77,-1.2452468662170446,43,128.77442273534635,69,131.26491646778044,22,-2.490493732434089,43,blue
AL-7LAL-2SAL-6MAL-11JAL-23L,"7 J. Lauvergne, 2 A. Schofield, 6 T. Maledon, 11 E. Jackson, 23 D. Lighty",10,10:28,24,26,16,10,11,7,63.6,73,5,3,60.0,92,3,3,100.0,90,9,0,9,7,1,2,8,21,16,13,5,9,4,44.4,24,4,1,25.0,19,10,5,50.0,10,7,1,6,3,1,2,5,ASVEL Lyon-Villeurbanne,Betclic Elite,7 J. Lauvergne,2 A. Schofield,6 T. Maledon,11 E. Jackson,23 D. Lighty,AL-7L,AL-2S,AL-6M,AL-11J,AL-23L,628.0,6,108.33333333333331,85,76.19047619047619,66,32.14285714285714,85,91.71974522292992,32,80.2547770700637,94,11.464968152866234,81,75.05773672055427,91,45.97701149425288,12,29.0807252263014,95,150.11547344110855,91,91.95402298850576,87,58.16145045260279,95,blue
AMB-20MAMB-14JAMB-22TAMB-23BAMB-32S,"20 D. Motiejunas, 14 M. Jaiteh, 22 T. Tarpey, 23 J. Begarin, 32 M. Strazel",10,13:00,38,27,23,10,17,7,41.2,17,6,3,50.0,80,5,4,80.0,55,15,4,11,8,4,5,5,26,17,17,6,8,4,50.0,38,9,2,22.2,13,5,3,60.0,17,8,1,7,3,5,4,9,AS Monaco Basket,Betclic Elite,20 D. Motiejunas,14 M. Jaiteh,22 T. Tarpey,23 J. Begarin,32 M. Strazel,AMB-20M,AMB-14J,AMB-22T,AMB-23B,AMB-32S,780.0,35,71.05263157894737,23,65.38461538461539,86,5.668016194331983,55,116.92307692307692,96,80.0,95,36.92307692307692,98,53.57142857142857,34,44.270833333333336,9,9.300595238095234,69,107.14285714285714,34,88.54166666666667,90,18.601190476190467,69,blue
AMB-8LAMB-4BAMB-14JAMB-22TAMB-32S,"8 J. Loyd, 4 J. Blossomgame, 14 M. Jaiteh, 22 T. Tarpey, 32 M. Strazel",15,12:50,31,37,19,12,14,10,71.4,88,5,2,40.0,61,13,11,84.6,67,11,3,8,3,3,4,4,29,22,18,8,7,4,57.1,62,11,4,36.4,55,4,2,50.0,10,5,2,3,6,2,6,11,AS Monaco Basket,Betclic Elite,8 J. Loyd,4 J. Blossomgame,14 M. Jaiteh,22 T. Tarpey,32 M. Strazel,AMB-8L,AMB-4B,AMB-14J,AMB-22T,AMB-32S,770.0,34,119.35483870967742,93,75.86206896551724,67,43.492769744160185,94,96.62337662337664,53,90.38961038961038,73,6.233766233766247,67,74.83818770226537,90,55.66801619433198,41,19.17017150793339,85,149.67637540453077,90,111.33603238866397,58,38.34034301586678,85,blue
AMB-9PAMB-0OAMB-4BAMB-11DAMB-32S,"9 G. Papagiannis, 0 E. Okobo, 4 J. Blossomgame, 11 A. Diallo, 32 M. Strazel",4,11:48,36,21,23,8,12,5,41.7,18,11,3,27.3,27,4,2,50.0,9,13,6,7,4,2,3,7,28,17,17,6,10,5,50.0,38,7,1,14.3,7,4,4,100.0,90,13,4,9,2,2,3,6,AS Monaco Basket,Betclic Elite,9 G. Papagiannis,0 E. Okobo,4 J. Blossomgame,11 A. Diallo,32 M. Strazel,AMB-9P,AMB-0O,AMB-4B,AMB-11D,AMB-32S,708.0,23,58.333333333333336,7,60.71428571428571,92,-2.3809523809523725,43,122.03389830508476,98,94.91525423728814,51,27.11864406779661,95,42.40710823909532,6,45.3091684434968,10,-2.9020602044014865,39,84.81421647819063,6,90.6183368869936,89,-5.804120408802973,39,blue
AMB-9PAMB-0OAMB-4BAMB-30BAMB-32S,"9 G. Papagiannis, 0 E. Okobo, 4 J. Blossomgame, 30 V. Brown, 32 M. Strazel",-11,11:02,20,13,15,6,10,6,60.0,63,5,0,0.0,1,2,1,50.0,9,10,3,7,1,1,2,7,25,24,18,6,7,2,28.6,2,11,4,36.4,55,10,8,80.0,54,7,2,5,4,1,2,2,AS Monaco Basket,Betclic Elite,9 G. Papagiannis,0 E. Okobo,4 J. Blossomgame,30 V. Brown,32 M. Strazel,AMB-9P,AMB-0O,AMB-4B,AMB-30B,AMB-32S,662.0,16,65.0,14,96.0,26,-31.0,12,72.50755287009063,1,90.63444108761328,72,-18.126888217522648,7,40.931989924433246,4,53.57142857142857,33,-12.639438646995323,19,81.86397984886649,4,107.14285714285714,66,-25.278877293990647,19,blue
AMB-9PAMB-55JAMB-8LAMB-4BAMB-22T,"9 G. Papagiannis, 55 M. James, 8 J. Loyd, 4 J. Blossomgame, 22 T. Tarpey",6,10:41,17,12,11,3,5,0,0.0,0,6,3,50.0,80,3,3,100.0,90,9,2,7,2,2,1,5,17,6,10,1,8,1,12.5,0,2,0,0.0,1,6,4,66.7,26,7,3,4,0,0,3,2,AS Monaco Basket,Betclic Elite,9 G. Papagiannis,55 M. James,8 J. Loyd,4 J. Blossomgame,22 T. Tarpey,AMB-9P,AMB-55J,AMB-8L,AMB-4B,AMB-22T,641.0,9,70.58823529411765,21,35.294117647058826,99,35.294117647058826,88,63.65054602184088,0,63.65054602184088,99,0.0,49,48.701298701298704,19,23.734177215189877,0,24.96712148610883,93,97.4025974025974,19,47.46835443037975,99,49.93424297221766,93,blue
AMB-20MAMB-55JAMB-8LAMB-4BAMB-11D,"20 D. Motiejunas, 55 M. James, 8 J. Loyd, 4 J. Blossomgame, 11 A. Diallo",6,10:36,24,21,15,7,11,7,63.6,73,4,0,0.0,1,7,7,100.0,90,8,1,7,4,2,4,6,32,15,19,5,10,3,30.0,3,9,2,22.2,13,3,3,100.0,90,11,5,6,3,2,5,6,AS Monaco Basket,Betclic Elite,20 D. Motiejunas,55 M. James,8 J. Loyd,4 J. Blossomgame,11 A. Diallo,AMB-20M,AMB-55J,AMB-8L,AMB-4B,AMB-11D,636.0,8,87.5,52,46.875,98,40.625,93,90.56603773584904,27,120.75471698113208,0,-30.188679245283023,1,58.075221238938056,48,36.90944881889764,2,21.16577242004042,89,116.15044247787613,48,73.81889763779527,97,42.33154484008084,89,blue
AMB-20MAMB-55JAMB-4BAMB-22TAMB-32S,"20 D. Motiejunas, 55 M. James, 4 J. Blossomgame, 22 T. Tarpey, 32 M. Strazel",2,10:36,27,31,19,11,9,6,66.7,80,10,5,50.0,80,4,4,100.0,90,6,2,4,10,1,2,8,25,29,15,10,9,7,77.8,96,6,3,50.0,84,8,6,75.0,41,4,0,4,8,2,2,5,AS Monaco Basket,Betclic Elite,20 D. Motiejunas,55 M. James,4 J. Blossomgame,22 T. Tarpey,32 M. Strazel,AMB-20M,AMB-55J,AMB-4B,AMB-22T,AMB-32S,636.0,8,114.8148148148148,89,116.0,3,-1.1851851851851762,45,101.88679245283018,72,94.33962264150944,55,7.547169811320742,71,74.66281310211946,90,78.29373650107992,98,-3.630923398960462,37,149.32562620423892,90,156.58747300215984,1,-7.261846797920924,37,blue
AMB-9PAMB-0OAMB-11DAMB-30BAMB-32S,"9 G. Papagiannis, 0 E. Okobo, 11 A. Diallo, 30 V. Brown, 32 M. Strazel",-8,10:32,24,13,16,5,6,4,66.7,80,10,1,10.0,4,4,2,50.0,9,8,3,5,3,2,3,6,28,21,18,8,11,4,36.4,10,7,4,57.1,92,4,1,25.0,3,8,3,5,8,1,2,3,AS Monaco Basket,Betclic Elite,9 G. Papagiannis,0 E. Okobo,11 A. Diallo,30 V. Brown,32 M. Strazel,AMB-9P,AMB-0O,AMB-11D,AMB-30B,AMB-32S,632.0,7,54.16666666666666,4,75.0,70,-20.833333333333336,17,91.13924050632912,29,106.32911392405065,10,-15.189873417721516,10,36.5990990990991,2,53.13765182186234,32,-16.538552722763242,13,73.1981981981982,2,106.27530364372468,67,-33.077105445526485,13,blue
AMB-20MAMB-0OAMB-33CAMB-22TAMB-30B,"20 D. Motiejunas, 0 E. Okobo, 33 N. Calathes, 22 T. Tarpey, 30 V. Brown",1,10:27,27,17,18,5,9,4,44.4,22,9,1,11.1,5,6,6,100.0,90,9,4,5,6,2,4,5,25,16,13,5,6,1,16.7,0,7,4,57.1,92,3,2,66.7,26,5,0,5,4,4,6,8,AS Monaco Basket,Betclic Elite,20 D. Motiejunas,0 E. Okobo,33 N. Calathes,22 T. Tarpey,30 V. Brown,AMB-20M,AMB-0O,AMB-33C,AMB-22T,AMB-30B,627.0,5,62.96296296296296,11,64.0,87,-1.037037037037038,45,103.34928229665071,77,95.69377990430624,46,7.655502392344502,72,41.18217054263566,5,55.865921787709496,43,-14.683751245073836,15,82.36434108527132,5,111.731843575419,56,-29.367502490147672,15,blue
SNB-11WSNB-10TSNB-9ASNB-7FSNB-6L,"11 I. Washington, 10 S. Thompson, 9 M. Amini, 7 C. Frisch, 6 A. Labanca",-6,56:19,132,118,94,47,63,38,60.3,66,31,9,29.0,30,19,15,78.9,52,44,14,30,23,8,17,21,141,124,103,49,61,34,55.7,59,42,15,35.7,51,13,11,84.6,68,44,13,31,35,10,12,25,SLUC Nancy Basket,Betclic Elite,11 I. Washington,10 S. Thompson,9 M. Amini,7 C. Frisch,6 A. Labanca,SNB-11W,SNB-10T,SNB-9A,SNB-7F,SNB-6L,3379.0,95,89.39393939393939,57,87.94326241134752,44,1.4506769825918724,48,93.75554897898787,40,100.14797277300976,28,-6.392423794021894,29,57.63970300898789,47,57.02722590139808,49,0.6124771075898039,47,115.27940601797576,47,114.05445180279617,50,1.2249542151796078,47,blue
SNB-3CSNB-10TSNB-7FSNB-6LSNB-5W,"3 C. Clemons, 10 S. Thompson, 7 C. Frisch, 6 A. Labanca, 5 C. Walker",15,53:34,128,120,84,42,45,28,62.2,69,39,14,35.9,45,29,22,75.9,46,42,13,29,27,11,17,20,122,105,88,41,48,25,52.1,44,40,16,40.0,67,9,7,77.8,49,34,10,24,26,8,16,27,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,7 C. Frisch,6 A. Labanca,5 C. Walker,SNB-3C,SNB-10T,SNB-7F,SNB-6L,SNB-5W,3214.0,94,93.75,65,86.0655737704918,47,7.684426229508205,58,95.5818294959552,47,91.1014312383323,70,4.480398257622895,64,62.00909466721786,60,57.09003914745542,50,4.919055519762438,56,124.01818933443572,60,114.18007829491084,50,9.838111039524875,56,blue
SNB-3CSNB-10TSNB-9ASNB-7FSNB-6L,"3 C. Clemons, 10 S. Thompson, 9 M. Amini, 7 C. Frisch, 6 A. Labanca",12,41:51,104,94,68,35,43,26,60.5,66,25,9,36.0,45,16,15,93.8,79,25,7,18,21,10,16,20,110,82,69,32,45,24,53.3,49,24,8,33.3,42,12,10,83.3,63,35,15,20,19,4,23,23,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,9 M. Amini,7 C. Frisch,6 A. Labanca,SNB-3C,SNB-10T,SNB-9A,SNB-7F,SNB-6L,2511.0,90,90.3846153846154,60,74.54545454545455,71,15.83916083916084,67,99.40262843488652,65,105.1373954599761,13,-5.734767025089596,30,62.63326226012793,63,55.1965535810447,38,7.436708679083232,64,125.26652452025586,63,110.3931071620894,61,14.873417358166463,64,blue
SNB-3CSNB-11WSNB-10TSNB-7FSNB-5W,"3 C. Clemons, 11 I. Washington, 10 S. Thompson, 7 C. Frisch, 5 C. Walker",17,27:22,66,73,41,25,23,15,65.2,76,18,10,55.6,88,16,13,81.3,59,21,5,16,14,2,9,15,67,56,42,18,22,10,45.5,27,20,8,40.0,67,17,12,70.6,32,16,5,11,12,4,7,15,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,11 I. Washington,10 S. Thompson,7 C. Frisch,5 C. Walker,SNB-3C,SNB-11W,SNB-10T,SNB-7F,SNB-5W,1642.0,79,110.6060606060606,87,83.5820895522388,53,27.0239710538218,82,96.46772228989038,51,97.9293544457978,36,-1.461632155907438,44,75.97835137385512,93,56.58852061438965,48,19.389830759465468,85,151.95670274771024,93,113.1770412287793,51,38.779661518930936,85,blue
SNB-3CSNB-15OSNB-10TSNB-7FSNB-5W,"3 C. Clemons, 15 D. Oliver, 10 S. Thompson, 7 C. Frisch, 5 C. Walker",9,23:45,58,51,38,20,25,13,52.0,40,13,7,53.8,85,7,4,57.1,14,20,6,14,15,5,7,8,61,42,41,14,17,6,35.3,9,24,8,33.3,42,10,6,60.0,17,19,7,12,9,5,8,13,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,15 D. Oliver,10 S. Thompson,7 C. Frisch,5 C. Walker,SNB-3C,SNB-15O,SNB-10T,SNB-7F,SNB-5W,1425.0,74,87.93103448275862,55,68.85245901639344,83,19.07857546636518,70,97.6842105263158,59,102.73684210526316,18,-5.052631578947356,32,62.07400194741968,61,46.25550660792952,14,15.818495339490156,82,124.14800389483936,61,92.51101321585904,85,31.63699067898031,82,blue
SNB-3CSNB-11WSNB-10TSNB-7FSNB-6L,"3 C. Clemons, 11 I. Washington, 10 S. Thompson, 7 C. Frisch, 6 A. Labanca",-7,21:14,53,41,35,14,24,13,54.2,44,11,1,9.1,3,16,12,75.0,43,18,5,13,10,4,4,3,51,48,39,19,24,11,45.8,28,15,8,53.3,88,2,2,100.0,90,23,5,18,11,1,9,14,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,11 I. Washington,10 S. Thompson,7 C. Frisch,6 A. Labanca,SNB-3C,SNB-11W,SNB-10T,SNB-7F,SNB-6L,1274.0,70,77.35849056603774,33,94.11764705882352,30,-16.759156492785777,21,99.8430141287284,66,96.07535321821037,44,3.76766091051806,61,48.76308277830638,19,60.18054162487461,60,-11.417458846568238,23,97.52616555661275,19,120.36108324974924,39,-22.834917693136475,23,blue
SNB-3CSNB-10TSNB-7FSNB-12PSNB-5W,"3 C. Clemons, 10 S. Thompson, 7 C. Frisch, 12 Z. Perrin, 5 C. Walker",-7,20:21,56,40,39,17,23,13,56.5,51,16,4,25.0,22,9,2,22.2,2,22,7,15,8,2,8,9,54,47,36,16,19,10,52.6,46,17,6,35.3,50,10,9,90.0,77,24,7,17,11,5,5,8,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,7 C. Frisch,12 Z. Perrin,5 C. Walker,SNB-3C,SNB-10T,SNB-7F,SNB-12P,SNB-5W,1221.0,66,71.42857142857143,24,87.03703703703704,46,-15.608465608465607,23,110.07371007371007,90,106.14250614250614,11,3.931203931203939,62,46.55493482309125,14,58.16831683168318,54,-11.613382008591929,22,93.1098696461825,14,116.33663366336636,45,-23.226764017183854,22,blue
SNB-3CSNB-10TSNB-7FSNB-2GSNB-5W,"3 C. Clemons, 10 S. Thompson, 7 C. Frisch, 2 M. Gauzin, 5 C. Walker",7,19:19,47,48,37,17,29,12,41.4,18,8,5,62.5,95,11,9,81.8,60,17,5,12,10,3,2,6,54,41,39,14,24,11,45.8,28,15,3,20.0,10,11,10,90.9,79,24,9,15,10,2,7,10,SLUC Nancy Basket,Betclic Elite,3 C. Clemons,10 S. Thompson,7 C. Frisch,2 M. Gauzin,5 C. Walker,SNB-3C,SNB-10T,SNB-7F,SNB-2G,SNB-5W,1159.0,62,102.12765957446808,76,75.92592592592592,67,26.20173364854216,81,97.32528041415011,57,111.82053494391717,5,-14.495254529767038,12,57.36137667304014,46,46.76094890510949,15,10.600427767930654,72,114.72275334608028,46,93.52189781021896,84,21.200855535861308,72,blue
