id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_equipe_%,centile_True_Shooting_equipe_%,True_Shooting_opp_%,centile_True_Shooting_opp_%,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes,Color
LM-12HLM-34DLM-35TLM-93PLM-9D,"12 T. Hudgins, 34 D. DiLeo, 35 T. Thomas, 93 N. Penda, 9 L. Delaunay",10,14:27,31,34,23,14,11,9,81.8,96,12,5,41.7,66,3,1,33.3,5,12,1,11,10,2,3,4,35,24,25,9,16,7,43.8,23,9,2,22.2,11,6,4,66.7,24,12,4,8,6,2,5,5,Le Mans,Betclic Elite,12 T. Hudgins,34 D. DiLeo,35 T. Thomas,93 N. Penda,9 L. Delaunay,LM-12H,LM-34D,LM-35T,LM-93P,LM-9D,867.0,44,109.6774193548387,83,68.57142857142857,86,41.105990783410135,95,85.81314878892734,18,96.88581314878893,37,-11.07266435986159,18,69.90131578947368,82,43.41534008683068,7,26.485975702643003,95,139.80263157894737,82,86.83068017366136,92,52.971951405286006,95,orange
LM-34DLM-35TLM-44NLM-2BLM-9D,"34 D. DiLeo, 35 T. Thomas, 44 W. Narace, 2 T. Buchanan, 9 L. Delaunay",8,13:48,32,33,18,10,13,7,53.8,46,5,3,60.0,92,10,10,100.0,88,11,1,10,9,0,4,9,31,25,22,8,13,7,53.8,51,9,1,11.1,3,11,8,72.7,35,9,3,6,8,2,1,9,Le Mans,Betclic Elite,34 D. DiLeo,35 T. Thomas,44 W. Narace,2 T. Buchanan,9 L. Delaunay,LM-34D,LM-35T,LM-44N,LM-2B,LM-9D,828.0,39,103.125,77,80.64516129032258,61,22.479838709677423,77,92.7536231884058,40,89.85507246376811,66,2.898550724637687,61,73.66071428571429,88,46.57228017883755,13,27.08843410687674,96,147.32142857142858,88,93.1445603576751,86,54.17686821375348,96,orange
LM-12HLM-35TLM-1NLM-93PLM-2B,"12 T. Hudgins, 35 T. Thomas, 1 A. N'Doye, 93 N. Penda, 2 T. Buchanan",1,12:32,32,29,25,10,15,6,40.0,16,10,4,40.0,63,8,5,62.5,22,12,5,7,9,2,2,3,29,28,21,12,14,10,71.4,91,7,2,28.6,25,4,2,50.0,10,13,3,10,8,1,3,6,Le Mans,Betclic Elite,12 T. Hudgins,35 T. Thomas,1 A. N'Doye,93 N. Penda,2 T. Buchanan,LM-12H,LM-35T,LM-1N,LM-93P,LM-2B,752.0,31,90.625,58,96.55172413793103,27,-5.926724137931032,39,102.12765957446808,77,92.55319148936171,57,9.574468085106375,80,50.84151472650772,28,61.511423550087876,64,-10.669908823580158,28,101.68302945301544,28,123.02284710017575,35,-21.339817647160316,28,orange
LM-12HLM-34DLM-35TLM-93PLM-5N,"12 T. Hudgins, 34 D. DiLeo, 35 T. Thomas, 93 N. Penda, 5 M. Ngouama",7,12:20,30,32,22,11,10,7,70.0,87,12,4,33.3,42,6,6,100.0,88,7,2,5,7,5,3,8,30,25,17,8,10,6,60.0,68,7,2,28.6,25,11,7,63.6,20,7,2,5,3,1,5,3,Le Mans,Betclic Elite,12 T. Hudgins,34 D. DiLeo,35 T. Thomas,93 N. Penda,5 M. Ngouama,LM-12H,LM-34D,LM-35T,LM-93P,LM-5N,740.0,29,106.66666666666667,80,83.33333333333334,55,23.33333333333333,80,97.2972972972973,62,97.2972972972973,35,0.0,50,64.93506493506493,74,57.234432234432234,48,7.700632700632696,68,129.87012987012986,74,114.46886446886447,51,15.401265401265391,68,orange
LM-12HLM-35TLM-1NLM-44NLM-93P,"12 T. Hudgins, 35 T. Thomas, 1 A. N'Doye, 44 W. Narace, 93 N. Penda",0,12:04,22,19,13,7,5,4,80.0,96,8,3,37.5,55,4,2,50.0,12,9,1,8,4,0,4,5,27,19,16,6,14,5,35.7,11,2,1,50.0,83,8,6,75.0,42,6,2,4,5,2,3,6,Le Mans,Betclic Elite,12 T. Hudgins,35 T. Thomas,1 A. N'Doye,44 W. Narace,93 N. Penda,LM-12H,LM-35T,LM-1N,LM-44N,LM-93P,724.0,26,86.36363636363636,48,70.37037037037037,82,15.993265993265993,70,72.92817679558011,3,89.50276243093923,67,-16.574585635359114,7,64.36314363143632,73,48.66803278688525,19,15.695110844551067,83,128.72628726287263,73,97.3360655737705,80,31.390221689102134,83,orange
LM-34DLM-1NLM-15YLM-93PLM-2B,"34 D. DiLeo, 1 A. N'Doye, 15 W. Yeguete, 93 N. Penda, 2 T. Buchanan",4,11:01,25,22,19,9,13,6,46.2,29,6,3,50.0,80,4,1,25.0,2,9,5,4,5,3,3,6,24,18,12,6,6,3,50.0,39,6,3,50.0,83,7,3,42.9,7,4,2,2,6,1,4,3,Le Mans,Betclic Elite,34 D. DiLeo,1 A. N'Doye,15 W. Yeguete,93 N. Penda,2 T. Buchanan,LM-34D,LM-1N,LM-15Y,LM-93P,LM-2B,661.0,16,88.0,55,75.0,72,13.0,65,90.77155824508321,32,87.14069591527988,75,3.6308623298033353,65,52.98651252408477,35,59.6816976127321,58,-6.695185088647328,36,105.97302504816955,35,119.3633952254642,41,-13.390370177294656,36,orange
LM-12HLM-34DLM-35TLM-15YLM-2B,"12 T. Hudgins, 34 D. DiLeo, 35 T. Thomas, 15 W. Yeguete, 2 T. Buchanan",5,11:01,29,21,17,8,12,6,50.0,38,5,2,40.0,63,6,3,50.0,12,13,3,10,6,2,3,3,28,16,20,6,14,5,35.7,11,6,1,16.7,5,4,3,75.0,42,9,2,7,6,3,3,9,Le Mans,Betclic Elite,12 T. Hudgins,34 D. DiLeo,35 T. Thomas,15 W. Yeguete,2 T. Buchanan,LM-12H,LM-34D,LM-35T,LM-15Y,LM-2B,661.0,16,72.41379310344827,27,57.14285714285714,95,15.270935960591132,69,105.29500756429651,84,101.66414523449319,17,3.630862329803321,64,53.462321792260695,37,36.764705882352935,2,16.69761590990776,84,106.92464358452139,37,73.52941176470587,97,33.39523181981552,84,orange
JB-3SJB-8UJB-34KJB-5BJB-13C,"3 M. Salash, 8 J. Usher, 34 K. Kokila, 5 H. Benitez, 13 X. Castaneda",6,63:21,175,128,98,36,71,26,36.6,11,27,10,37.0,53,58,46,79.3,54,60,21,39,33,11,24,34,148,122,93,44,57,31,54.4,54,36,13,36.1,50,36,21,58.3,15,51,13,38,35,10,23,50,JL Bourg-en-Bresse,Betclic Elite,3 M. Salash,8 J. Usher,34 K. Kokila,5 H. Benitez,13 X. Castaneda,JB-3S,JB-8U,JB-34K,JB-5B,JB-13C,3801.0,97,73.14285714285714,27,82.43243243243244,57,-9.289575289575296,34,110.49723756906077,91,93.44909234411996,53,17.04814522494081,90,51.81347150259068,32,56.04557148107313,42,-4.232099978482452,42,103.62694300518136,32,112.09114296214626,57,-8.464199956964904,42,blue
JB-11AJB-3SJB-8UJB-34KJB-13C,"11 J. Ayayi, 3 M. Salash, 8 J. Usher, 34 K. Kokila, 13 X. Castaneda",15,39:50,95,96,59,34,41,27,65.9,79,18,7,38.9,60,27,21,77.8,52,27,4,23,25,8,8,21,89,81,51,28,26,17,65.4,80,25,11,44.0,74,17,14,82.4,61,18,2,16,22,3,18,29,JL Bourg-en-Bresse,Betclic Elite,11 J. Ayayi,3 M. Salash,8 J. Usher,34 K. Kokila,13 X. Castaneda,JB-11A,JB-3S,JB-8U,JB-34K,JB-13C,2390.0,91,101.05263157894737,75,91.01123595505618,40,10.04139562389119,61,95.39748953974895,55,89.3723849372385,68,6.025104602510453,71,67.72009029345372,78,69.25444596443228,84,-1.534355670978556,47,135.44018058690745,78,138.50889192886456,15,-3.068711341957112,47,blue
JB-11AJB-8UJB-34KJB-13CJB-4N,"11 J. Ayayi, 8 J. Usher, 34 K. Kokila, 13 X. Castaneda, 4 A. Nelson",3,34:44,89,86,57,30,33,20,60.6,64,24,10,41.7,66,23,16,69.6,35,28,10,18,22,5,7,24,86,83,58,29,37,20,54.1,54,21,9,42.9,71,23,16,69.6,28,24,9,15,24,2,8,19,JL Bourg-en-Bresse,Betclic Elite,11 J. Ayayi,8 J. Usher,34 K. Kokila,13 X. Castaneda,4 A. Nelson,JB-11A,JB-8U,JB-34K,JB-13C,JB-4N,2084.0,88,96.62921348314607,70,96.51162790697676,28,0.11758557616931853,50,102.49520153550863,78,99.04030710172745,28,3.4548944337811776,63,64.06436233611443,71,60.921902524955954,62,3.1424598111584743,55,128.12872467222886,71,121.84380504991191,37,6.284919622316949,55,blue
