id_lineups,Lineup,Plus/Minus,Minutes,Possessions Equipe,Points Equipe,Field goals attempted Equipe,Field goals made Equipe,2-pt field goals attempted Equipe,2-pt field goals made Equipe,"2-pt field goals, % Equipe","centile_2-pt field goals, % Equipe",3-pt field goals attempted Equipe,3-pt field goals made Equipe,"3-pt field goals, % Equipe","centile_3-pt field goals, % Equipe",Free throws attempted Equipe,Free throws made Equipe,"Free throws, % Equipe","centile_Free throws, % Equipe",Rebounds Equipe,Offensive rebounds Equipe,Defensive rebounds Equipe,Assists Equipe,Steals Equipe,Turnovers Equipe,Fouls Equipe,Possessions Opposant,Points Opposant,Field goals attempted Opposant,Field goals made Opposant,2-pt field goals attempted Opposant,2-pt field goals made Opposant,"2-pt field goals, % Opposant","centile_2-pt field goals, % Opposant",3-pt field goals attempted Opposant,3-pt field goals made Opposant,"3-pt field goals, % Opposant","centile_3-pt field goals, % Opposant",Free throws attempted Opposant,Free throws made Opposant,"Free throws, % Opposant","centile_Free throws, % Opposant",Rebounds Opposant,Offensive rebounds Opposant,Defensive rebounds Opposant,Assists Opposant,Steals Opposant,Turnovers Opposant,Fouls Opposant,Equipe,Championnat,Player_1_name,Player_2_name,Player_3_name,Player_4_name,Player_5_name,Player_1_id,Player_2_id,Player_3_id,Player_4_id,Player_5_id,Secondes,centile_Secondes,Rentabilite_possessions_equipe,centile_Rentabilite_possessions_equipe,Rentabilite_possessions_opp,centile_Rentabilite_possessions_opp,Differentiel_rentabilite_possessions,centile_Differentiel_rentabilite_possessions,Rentabilite_temps_equipe,centile_Rentabilite_temps_equipe,Rentabilite_temps_opp,centile_Rentabilite_temps_opp,Differentiel_rentabilite_temps,centile_Differentiel_rentabilite_temps,True_Shooting_%_equipe,centile_True_Shooting_%_equipe,True_Shooting_%_opp,centile_True_Shooting_%_opp,Differentiel_True_Shooting_%,centile_Differentiel_True_Shooting_%,Pts_Tirs_Tentes_equipe,centile_Pts_Tirs_Tentes_equipe,Pts_Tirs_Tentes_opp,centile_Pts_Tirs_Tentes_opp,minutes_filtre,Differentiel_Pts_Tirs_Tentes,centile_Differentiel_Pts_Tirs_Tentes,Color
CB-25NCB-2ICB-5CCB-0WCB-11A,"25 C. Ndow, 2 C. Melvin III, 5 T. Campbell, 0 A. Wheeler, 11 G. Ayayi",-6,13:09,30,32,21,10,13,9,69.2,81,8,1,12.5,5,12,11,91.7,78,7,4,3,5,2,2,11,39,38,22,13,12,8,66.7,79,10,5,50.0,83,9,7,77.8,50,11,7,4,8,1,6,10,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,5 T. Campbell,0 A. Wheeler,11 G. Ayayi,CB-25N,CB-2I,CB-5C,CB-0W,CB-11A,789.0,34,106.66666666666667,83,97.43589743589743,25,9.23076923076924,62,91.25475285171102,32,118.63117870722434,2,-27.376425855513318,3,60.882800608828006,57,73.18952234206472,7,-12.306721733236714,20,121.76560121765601,57,146.37904468412944,7,0 days 00:13:09,-24.613443466473427,20,blue
CB-2ICB-8MCB-7SCB-12DCB-3S,"2 C. Melvin III, 8 J. McNeace, 7 N. De Sousa, 12 M. Diawara, 3 S. Smith",-4,12:32,28,24,20,11,13,10,76.9,94,7,1,14.3,7,4,1,25.0,3,6,0,6,9,4,2,9,30,28,15,9,6,4,66.7,79,9,5,55.6,90,6,5,83.3,64,9,0,9,8,1,6,4,Cholet Basket,Betclic Elite,2 C. Melvin III,8 J. McNeace,7 N. De Sousa,12 M. Diawara,3 S. Smith,CB-2I,CB-8M,CB-7S,CB-12D,CB-3S,752.0,29,85.71428571428571,49,93.33333333333333,34,-7.61904761904762,36,89.36170212765957,25,95.74468085106383,45,-6.382978723404264,30,55.147058823529406,36,79.36507936507937,1,-24.21802054154996,7,110.29411764705881,36,158.73015873015873,1,0 days 00:12:32,-48.43604108309992,7,blue
CB-15BCB-0WCB-7SCB-12DCB-3S,"15 J. Briggs, 0 A. Wheeler, 7 N. De Sousa, 12 M. Diawara, 3 S. Smith",-13,11:40,29,13,22,6,15,5,33.3,6,7,1,14.3,7,0,0,0.0,1,10,6,4,3,2,5,12,31,26,17,9,10,7,70.0,86,7,2,28.6,28,9,6,66.7,27,7,2,5,8,2,4,3,Cholet Basket,Betclic Elite,15 J. Briggs,0 A. Wheeler,7 N. De Sousa,12 M. Diawara,3 S. Smith,CB-15B,CB-0W,CB-7S,CB-12D,CB-3S,700.0,19,44.827586206896555,1,83.87096774193549,56,-39.04338153503893,9,99.42857142857142,66,106.28571428571428,10,-6.857142857142861,28,29.545454545454547,0,62.02290076335878,36,-32.47744621790423,3,59.09090909090909,0,124.04580152671755,36,0 days 00:11:40,-64.95489243580846,3,blue
CB-2ICB-5CCB-11ACB-32VCB-3S,"2 C. Melvin III, 5 T. Campbell, 11 G. Ayayi, 32 B. Vautier, 3 S. Smith",0,11:33,27,26,15,10,10,8,80.0,95,5,2,40.0,60,7,4,57.1,15,6,1,5,8,2,5,5,26,26,16,10,8,6,75.0,92,8,4,50.0,83,5,2,40.0,5,6,2,4,6,3,6,6,Cholet Basket,Betclic Elite,2 C. Melvin III,5 T. Campbell,11 G. Ayayi,32 B. Vautier,3 S. Smith,CB-2I,CB-5C,CB-11A,CB-32V,CB-3S,693.0,18,96.29629629629629,69,100.0,22,-3.7037037037037095,42,93.5064935064935,39,90.04329004329004,75,3.463203463203456,61,71.90265486725664,87,71.42857142857143,11,0.47408343868521285,48,143.8053097345133,87,142.85714285714286,11,0 days 00:11:33,0.9481668773704257,48,blue
CB-25NCB-2ICB-11ACB-32VCB-22B,"25 C. Ndow, 2 C. Melvin III, 11 G. Ayayi, 32 B. Vautier, 22 S. Bracq",9,10:51,36,27,21,11,11,6,54.5,44,10,5,50.0,81,0,0,0.0,1,10,3,7,8,7,9,6,31,18,14,4,7,3,42.9,19,7,1,14.3,6,10,9,90.0,77,6,2,4,3,5,11,3,Cholet Basket,Betclic Elite,25 C. Ndow,2 C. Melvin III,11 G. Ayayi,32 B. Vautier,22 S. Bracq,CB-25N,CB-2I,CB-11A,CB-32V,CB-22B,651.0,11,75.0,27,58.06451612903226,92,16.935483870967737,71,132.7188940092166,100,114.28571428571428,3,18.43317972350232,89,64.28571428571429,67,48.913043478260875,79,15.372670807453417,81,128.57142857142858,67,97.82608695652175,79,0 days 00:10:51,30.745341614906835,81,blue
CB-21RCB-32VCB-7SCB-12DCB-3S,"21 A. Roberson, 32 B. Vautier, 7 N. De Sousa, 12 M. Diawara, 3 S. Smith",3,10:08,19,22,11,8,7,6,85.7,97,4,2,50.0,81,6,4,66.7,27,6,0,6,6,1,3,4,26,19,17,7,9,5,55.6,54,8,2,25.0,20,5,3,60.0,16,6,3,3,4,2,5,6,Cholet Basket,Betclic Elite,21 A. Roberson,32 B. Vautier,7 N. De Sousa,12 M. Diawara,3 S. Smith,CB-21R,CB-32V,CB-7S,CB-12D,CB-3S,608.0,1,115.78947368421053,91,73.07692307692307,77,42.71255060728747,93,75.0,2,102.63157894736842,19,-27.631578947368425,2,80.64516129032258,96,49.47916666666667,77,31.165994623655905,97,161.29032258064515,96,98.95833333333334,77,0 days 00:10:08,62.33198924731181,97,blue
BG-5JBG-13ABG-97CBG-3CBG-19B,"5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 3 H. Cattoor, 19 C. Babb",26,73:09,162,158,114,56,66,39,59.1,57,48,17,35.4,44,36,29,80.6,58,56,14,42,38,8,12,33,171,132,115,53,64,38,59.4,63,51,15,29.4,30,18,11,61.1,18,54,16,38,25,5,17,39,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,97 V. Chery,3 H. Cattoor,19 C. Babb,BG-5J,BG-13A,BG-97C,BG-3C,BG-19B,4389.0,97,97.53086419753086,72,77.19298245614034,67,20.337881741390518,75,88.58509911141489,21,93.5064935064935,60,-4.921394395078607,34,60.84411583487369,56,53.69345916042955,66,7.150656674444143,64,121.68823166974738,56,107.3869183208591,66,0 days 01:13:09,14.301313348888286,64,blue
BG-5JBG-9BBG-13ABG-3CBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 3 H. Cattoor, 19 C. Babb",12,52:00,123,108,82,37,41,23,56.1,48,41,14,34.1,42,22,20,90.9,77,47,8,39,20,5,17,23,118,96,90,36,53,24,45.3,23,37,12,32.4,35,16,12,75.0,42,44,10,34,28,6,10,25,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,3 H. Cattoor,19 C. Babb,BG-5J,BG-9B,BG-13A,BG-3C,BG-19B,3120.0,94,87.8048780487805,53,81.35593220338984,61,6.448945845390654,59,94.61538461538461,43,90.76923076923076,71,3.846153846153854,62,58.900523560209415,50,49.4641384995878,77,9.436385060621618,69,117.80104712041883,50,98.9282769991756,77,0 days 00:52:00,18.872770121243235,69,blue
BG-5JBG-13ABG-97CBG-77DBG-19B,"5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 77 R. Domon, 19 C. Babb",-14,49:34,111,105,77,41,58,34,58.6,54,19,7,36.8,48,21,16,76.2,48,25,8,17,21,5,11,23,113,119,78,44,45,30,66.7,79,33,14,42.4,69,24,17,70.8,32,35,10,25,34,7,12,25,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,97 V. Chery,77 R. Domon,19 C. Babb,BG-5J,BG-13A,BG-97C,BG-77D,BG-19B,2974.0,92,94.5945945945946,65,105.30973451327435,15,-10.715139918679753,32,89.57632817753866,26,91.19031607262946,70,-1.6139878950908013,43,60.876623376623385,57,67.18608852755195,21,-6.30946515092856,35,121.75324675324677,57,134.3721770551039,21,0 days 00:49:34,-12.61893030185712,35,blue
BG-5JBG-12FBG-97CBG-3CBG-19B,"5 G. Watson Jr, 12 V. Fofana, 97 V. Chery, 3 H. Cattoor, 19 C. Babb",-7,40:49,107,91,67,30,34,16,47.1,26,33,14,42.4,66,23,17,73.9,39,30,11,19,19,7,10,20,87,98,58,34,31,21,67.7,82,27,13,48.1,80,22,17,77.3,48,27,6,21,21,6,12,26,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,12 V. Fofana,97 V. Chery,3 H. Cattoor,19 C. Babb,BG-5J,BG-12F,BG-97C,BG-3C,BG-19B,2449.0,90,85.04672897196261,47,112.64367816091954,8,-27.596949188956927,16,104.85912617394855,81,85.25928950592078,87,19.599836668027777,91,58.99896265560166,51,72.39952718676122,8,-13.40056453115956,17,117.99792531120332,51,144.79905437352244,8,0 days 00:40:49,-26.80112906231912,17,blue
BG-5JBG-12FBG-97CBG-77DBG-19B,"5 G. Watson Jr, 12 V. Fofana, 97 V. Chery, 77 R. Domon, 19 C. Babb",-8,31:23,70,57,43,18,25,13,52.0,38,18,5,27.8,28,17,16,94.1,79,26,5,21,10,2,9,16,77,65,52,22,32,16,50.0,36,20,6,30.0,32,20,15,75.0,42,27,11,16,15,3,7,20,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,12 V. Fofana,97 V. Chery,77 R. Domon,19 C. Babb,BG-5J,BG-12F,BG-97C,BG-77D,BG-19B,1883.0,83,81.42857142857143,40,84.4155844155844,54,-2.9870129870129745,44,89.2193308550186,25,98.14126394052045,35,-8.921933085501848,22,56.4580031695721,41,53.45394736842105,67,3.004055801151054,55,112.9160063391442,41,106.9078947368421,67,0 days 00:31:23,6.008111602302108,55,blue
BG-5JBG-9BBG-13ABG-12FBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 12 V. Fofana, 19 C. Babb",6,31:11,76,61,47,21,29,14,48.3,28,18,7,38.9,56,12,12,100.0,90,22,3,19,12,6,13,13,76,55,52,19,28,10,35.7,8,24,9,37.5,56,14,8,57.1,14,28,10,18,16,6,10,19,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,12 V. Fofana,19 C. Babb,BG-5J,BG-9B,BG-13A,BG-12F,BG-19B,1871.0,83,80.26315789473685,37,72.36842105263158,78,7.894736842105274,61,97.4879743452699,58,97.4879743452699,38,0.0,49,58.33970925784239,48,47.283356258596974,84,11.056352999245412,73,116.67941851568477,48,94.56671251719395,84,0 days 00:31:11,22.112705998490824,73,blue
BG-5JBG-12FBG-97CBG-45CBG-19B,"5 G. Watson Jr, 12 V. Fofana, 97 V. Chery, 45 T. Cornely, 19 C. Babb",-10,28:19,70,54,37,18,18,11,61.1,65,19,7,36.8,48,17,11,64.7,23,15,5,10,15,5,9,22,72,64,39,17,24,13,54.2,48,15,4,26.7,24,33,26,78.8,52,24,8,16,11,6,11,20,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,12 V. Fofana,97 V. Chery,45 T. Cornely,19 C. Babb,BG-5J,BG-12F,BG-97C,BG-45C,BG-19B,1699.0,79,77.14285714285715,31,88.88888888888889,45,-11.746031746031733,30,98.8816951147734,65,101.70688640376692,22,-2.8251912889935227,39,60.701438848920866,56,59.79073243647235,45,0.9107064124485191,49,121.40287769784173,56,119.5814648729447,45,0 days 00:28:19,1.8214128248970383,49,blue
BG-5JBG-9BBG-12FBG-3CBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 12 V. Fofana, 3 H. Cattoor, 19 C. Babb",5,25:42,62,45,42,16,21,8,38.1,11,21,8,38.1,53,7,5,71.4,36,24,6,18,7,5,10,10,56,40,36,12,22,7,31.8,3,14,5,35.7,49,12,11,91.7,80,22,4,18,5,5,13,13,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,12 V. Fofana,3 H. Cattoor,19 C. Babb,BG-5J,BG-9B,BG-12F,BG-3C,BG-19B,1542.0,76,72.58064516129032,24,71.42857142857143,80,1.1520737327188897,50,96.49805447470818,51,87.15953307392996,83,9.33852140077822,76,49.911268855368235,22,48.44961240310077,81,1.4616564522674622,52,99.82253771073647,22,96.89922480620154,81,0 days 00:25:42,2.9233129045349244,52,blue
BG-5JBG-9BBG-13ABG-12FBG-45C,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 12 V. Fofana, 45 T. Cornely",10,24:26,49,51,36,19,22,16,72.7,89,14,3,21.4,16,11,10,90.9,77,17,2,15,11,4,4,6,46,41,31,16,17,10,58.8,62,14,6,42.9,71,4,3,75.0,42,15,1,14,9,2,7,10,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,12 V. Fofana,45 T. Cornely,BG-5J,BG-9B,BG-13A,BG-12F,BG-45C,1466.0,74,104.08163265306123,80,89.13043478260869,44,14.951197870452546,69,80.21828103683494,5,75.30695770804913,98,4.911323328785812,65,62.438785504407434,61,62.576312576312574,34,-0.13752707190514002,46,124.87757100881487,61,125.15262515262515,34,0 days 00:24:26,-0.27505414381028004,46,blue
BG-5JBG-9BBG-12FBG-45CBG-77D,"5 G. Watson Jr, 9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 77 R. Domon",-19,23:27,52,31,34,13,28,12,42.9,18,6,1,16.7,10,9,4,44.4,5,14,5,9,4,4,9,15,52,50,32,19,23,15,65.2,76,9,4,44.4,74,11,8,72.7,36,17,3,14,8,5,7,9,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,77 R. Domon,BG-5J,BG-9B,BG-12F,BG-45C,BG-77D,1407.0,73,59.61538461538461,8,96.15384615384616,28,-36.53846153846155,9,88.69936034115139,22,88.69936034115139,79,0.0,49,40.83245521601686,4,67.86102062975027,19,-27.02856541373341,6,81.66491043203372,4,135.72204125950054,19,0 days 00:23:27,-54.05713082746682,6,blue
BG-5JBG-13ABG-12FBG-97CBG-19B,"5 G. Watson Jr, 13 T. Agee, 12 V. Fofana, 97 V. Chery, 19 C. Babb",-12,21:09,58,36,33,12,17,6,35.3,7,16,6,37.5,51,8,6,75.0,44,15,4,11,6,2,7,16,45,48,25,14,15,7,46.7,25,10,7,70.0,98,18,13,72.2,35,13,0,13,12,4,8,11,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,12 V. Fofana,97 V. Chery,19 C. Babb,BG-5J,BG-13A,BG-12F,BG-97C,BG-19B,1269.0,67,62.06896551724138,10,106.66666666666667,14,-44.59770114942529,6,109.69267139479905,90,85.10638297872342,87,24.586288416075632,95,49.2880613362541,20,72.90400972053462,8,-23.615948384280514,8,98.5761226725082,20,145.80801944106923,8,0 days 00:21:09,-47.23189676856103,8,blue
BG-9BBG-12FBG-45CBG-3CBG-19B,"9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 3 H. Cattoor, 19 C. Babb",-1,20:43,47,44,29,14,17,9,52.9,40,12,5,41.7,64,17,11,64.7,23,13,2,11,10,4,5,4,41,45,30,16,11,6,54.5,50,19,10,52.6,87,4,3,75.0,42,15,3,12,13,1,5,13,BCM Gravelines-Dunkerque,Betclic Elite,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,3 H. Cattoor,19 C. Babb,BG-9B,BG-12F,BG-45C,BG-3C,BG-19B,1243.0,65,93.61702127659575,63,109.75609756097562,10,-16.13907628437987,24,90.74818986323412,29,79.16331456154465,96,11.584875301689465,81,60.307017543859644,54,70.84382871536523,12,-10.53681117150559,26,120.61403508771929,54,141.68765743073047,12,0 days 00:20:43,-21.07362234301118,26,blue
BG-5JBG-9BBG-12FBG-77DBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 12 V. Fofana, 77 R. Domon, 19 C. Babb",-2,20:42,47,42,27,16,17,10,58.8,56,10,6,60.0,93,5,4,80.0,56,19,4,15,9,1,7,9,46,44,36,17,21,11,52.4,42,15,6,40.0,64,5,4,80.0,55,11,4,7,11,3,2,8,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,12 V. Fofana,77 R. Domon,19 C. Babb,BG-5J,BG-9B,BG-12F,BG-77D,BG-19B,1242.0,64,89.36170212765957,56,95.65217391304348,29,-6.2904717853839145,40,90.82125603864735,30,88.88888888888889,78,1.9323671497584627,54,71.91780821917808,87,57.59162303664921,52,14.326185182528874,79,143.83561643835617,87,115.18324607329842,52,0 days 00:20:42,28.65237036505775,79,blue
BG-5JBG-12FBG-97CBG-45CBG-77D,"5 G. Watson Jr, 12 V. Fofana, 97 V. Chery, 45 T. Cornely, 77 R. Domon",-8,20:34,44,36,31,13,18,8,44.4,20,13,5,38.5,54,6,5,83.3,64,13,3,10,6,3,5,12,54,44,33,17,19,13,68.4,83,14,4,28.6,28,7,6,85.7,70,16,3,13,8,2,3,6,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,12 V. Fofana,97 V. Chery,45 T. Cornely,77 R. Domon,BG-5J,BG-12F,BG-97C,BG-45C,BG-77D,1234.0,64,81.81818181818183,41,81.48148148148148,60,0.33670033670034627,49,85.57536466774717,15,105.02431118314425,13,-19.448946515397083,6,53.5077288941736,32,60.97560975609756,41,-7.467880861923959,32,107.0154577883472,32,121.95121951219512,41,0 days 00:20:34,-14.935761723847918,32,blue
BG-5JBG-9BBG-12FBG-45CBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 19 C. Babb",9,19:30,41,45,28,15,16,10,62.5,67,12,5,41.7,64,12,10,83.3,64,11,2,9,8,4,2,10,40,36,24,12,13,8,61.5,67,11,4,36.4,52,13,8,61.5,18,15,4,11,7,0,5,9,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,19 C. Babb,BG-5J,BG-9B,BG-12F,BG-45C,BG-19B,1170.0,61,109.75609756097562,87,90.0,41,19.75609756097562,74,84.1025641025641,11,82.05128205128206,92,2.051282051282044,56,67.60817307692307,75,60.565275908479144,43,7.042897168443922,63,135.21634615384613,75,121.13055181695829,43,0 days 00:19:30,14.085794336887844,63,blue
BG-1LBG-5JBG-13ABG-97CBG-19B,"1 R. Langford, 5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 19 C. Babb",-12,16:47,45,26,28,11,15,9,60.0,62,13,2,15.4,9,4,2,50.0,9,15,4,11,4,4,4,6,37,38,26,13,13,7,53.8,47,13,6,46.2,78,6,6,100.0,91,13,2,11,10,2,5,9,BCM Gravelines-Dunkerque,Betclic Elite,1 R. Langford,5 G. Watson Jr,13 T. Agee,97 V. Chery,19 C. Babb,BG-1L,BG-5J,BG-13A,BG-97C,BG-19B,1007.0,50,57.77777777777777,7,102.7027027027027,19,-44.92492492492492,5,107.24925521350546,85,88.18272095332672,80,19.06653426017874,90,43.68279569892473,9,66.34078212290503,24,-22.657986423980297,8,87.36559139784946,9,132.68156424581005,24,0 days 00:16:47,-45.315972847960595,8,blue
BG-5JBG-9BBG-13ABG-77DBG-19B,"5 G. Watson Jr, 9 G. Bezhanishvili, 13 T. Agee, 77 R. Domon, 19 C. Babb",1,15:47,34,29,22,10,14,8,57.1,50,8,2,25.0,22,9,7,77.8,51,12,3,9,7,4,5,11,37,28,23,8,14,6,42.9,19,9,2,22.2,14,13,10,76.9,47,13,4,9,5,0,6,5,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,9 G. Bezhanishvili,13 T. Agee,77 R. Domon,19 C. Babb,BG-5J,BG-9B,BG-13A,BG-77D,BG-19B,947.0,47,85.29411764705883,48,75.67567567567568,71,9.618441971383149,62,86.16684266103485,15,93.76979936642029,59,-7.602956705385438,25,55.85516178736517,38,48.74651810584958,80,7.108643681515588,63,111.71032357473034,38,97.49303621169916,80,0 days 00:15:47,14.217287363031176,63,blue
BG-5JBG-13ABG-97CBG-45CBG-19B,"5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 45 T. Cornely, 19 C. Babb",-12,14:42,35,34,20,11,15,9,60.0,62,5,2,40.0,60,16,10,62.5,21,10,0,10,1,2,5,11,44,46,28,15,15,9,60.0,64,13,6,46.2,78,11,10,90.9,79,13,3,10,10,4,3,13,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,97 V. Chery,45 T. Cornely,19 C. Babb,BG-5J,BG-13A,BG-97C,BG-45C,BG-19B,882.0,42,97.14285714285714,70,104.54545454545455,16,-7.402597402597408,36,95.23809523809523,46,119.72789115646259,1,-24.489795918367363,4,62.8698224852071,62,70.03654080389768,15,-7.166718318690577,33,125.7396449704142,62,140.07308160779536,15,0 days 00:14:42,-14.333436637381155,33,blue
BG-9BBG-12FBG-45CBG-77DBG-19B,"9 G. Bezhanishvili, 12 V. Fofana, 45 T. Cornely, 77 R. Domon, 19 C. Babb",-14,13:55,31,19,17,3,5,0,0.0,0,12,3,25.0,22,11,10,90.9,77,9,1,8,6,3,8,5,32,33,21,12,13,7,53.8,47,8,5,62.5,95,7,4,57.1,14,10,2,8,7,3,4,6,BCM Gravelines-Dunkerque,Betclic Elite,9 G. Bezhanishvili,12 V. Fofana,45 T. Cornely,77 R. Domon,19 C. Babb,BG-9B,BG-12F,BG-45C,BG-77D,BG-19B,835.0,37,61.29032258064516,10,103.125,18,-41.83467741935484,7,89.10179640718563,24,91.97604790419162,66,-2.874251497005986,39,43.498168498168496,9,68.52159468438539,17,-25.023426186216895,7,86.99633699633699,9,137.04318936877078,17,0 days 00:13:55,-50.04685237243379,7,blue
BG-12FBG-97CBG-45CBG-3CBG-19B,"12 V. Fofana, 97 V. Chery, 45 T. Cornely, 3 H. Cattoor, 19 C. Babb",-4,13:39,38,24,25,7,10,4,40.0,15,15,3,20.0,14,8,7,87.5,73,15,7,8,6,5,2,7,29,28,20,11,12,9,75.0,92,8,2,25.0,20,5,4,80.0,55,11,1,10,5,1,6,9,BCM Gravelines-Dunkerque,Betclic Elite,12 V. Fofana,97 V. Chery,45 T. Cornely,3 H. Cattoor,19 C. Babb,BG-12F,BG-97C,BG-45C,BG-3C,BG-19B,819.0,36,63.1578947368421,11,96.55172413793103,26,-33.39382940108893,11,111.35531135531136,92,84.98168498168498,88,26.37362637362638,97,42.07573632538569,6,63.06306306306306,33,-20.98732673767737,9,84.15147265077138,6,126.12612612612612,33,0 days 00:13:39,-41.97465347535474,9,blue
BG-5JBG-13ABG-97CBG-19BBG-10B,"5 G. Watson Jr, 13 T. Agee, 97 V. Chery, 19 C. Babb, 10 E. Boisdur",5,13:15,30,26,18,7,10,4,40.0,15,8,3,37.5,51,16,9,56.3,14,11,3,8,4,0,2,8,30,21,20,7,11,4,36.4,9,9,3,33.3,41,4,4,100.0,91,13,2,11,4,0,3,11,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,97 V. Chery,19 C. Babb,10 E. Boisdur,BG-5J,BG-13A,BG-97C,BG-19B,BG-10B,795.0,35,86.66666666666667,51,70.0,81,16.66666666666667,70,90.56603773584905,28,90.56603773584905,72,0.0,49,51.91693290734825,27,48.25367647058823,82,3.6632564367600153,57,103.8338658146965,27,96.50735294117646,82,0 days 00:13:15,7.326512873520031,57,blue
BG-5JBG-13ABG-12FBG-97CBG-77D,"5 G. Watson Jr, 13 T. Agee, 12 V. Fofana, 97 V. Chery, 77 R. Domon",-4,13:07,32,17,22,7,18,6,33.3,6,4,1,25.0,22,4,2,50.0,9,11,5,6,2,0,4,4,31,21,20,7,13,4,30.8,3,7,3,42.9,71,5,4,80.0,55,16,5,11,4,3,5,9,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,12 V. Fofana,97 V. Chery,77 R. Domon,BG-5J,BG-13A,BG-12F,BG-97C,BG-77D,787.0,34,53.125,3,67.74193548387096,85,-14.61693548387096,27,97.58576874205845,58,94.53621346886912,53,3.049555273189327,58,35.77441077441077,1,47.2972972972973,84,-11.52288652288653,23,71.54882154882154,1,94.5945945945946,84,0 days 00:13:07,-23.04577304577306,23,blue
BG-5JBG-13ABG-12FBG-3CBG-19B,"5 G. Watson Jr, 13 T. Agee, 12 V. Fofana, 3 H. Cattoor, 19 C. Babb",-5,11:48,22,22,12,3,4,2,50.0,33,8,1,12.5,5,17,15,88.2,74,5,0,5,3,0,2,3,25,27,20,10,10,6,60.0,64,10,4,40.0,64,4,3,75.0,42,9,2,7,3,1,0,9,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,12 V. Fofana,3 H. Cattoor,19 C. Babb,BG-5J,BG-13A,BG-12F,BG-3C,BG-19B,708.0,20,100.0,74,108.0,11,-8.0,35,74.57627118644068,2,84.74576271186442,88,-10.169491525423737,17,56.46817248459959,41,62.04044117647059,36,-5.572268691870995,36,112.93634496919918,41,124.08088235294117,36,0 days 00:11:48,-11.14453738374199,36,blue
BG-5JBG-13ABG-81VBG-3CBG-19B,"5 G. Watson Jr, 13 T. Agee, 81 A. Van Vliet, 3 H. Cattoor, 19 C. Babb",-12,11:20,27,23,17,9,8,6,75.0,92,9,3,33.3,39,2,2,100.0,90,7,2,5,6,1,4,5,29,35,21,14,13,11,84.6,98,8,3,37.5,56,4,4,100.0,91,6,1,5,12,2,2,5,BCM Gravelines-Dunkerque,Betclic Elite,5 G. Watson Jr,13 T. Agee,81 A. Van Vliet,3 H. Cattoor,19 C. Babb,BG-5J,BG-13A,BG-81V,BG-3C,BG-19B,680.0,17,85.18518518518519,48,120.6896551724138,2,-35.5044699872286,11,95.29411764705881,46,102.3529411764706,20,-7.058823529411782,27,64.31767337807607,67,76.88927943760984,4,-12.571606059533778,19,128.63534675615213,67,153.7785588752197,4,0 days 00:11:20,-25.143212119067556,19,blue
